"No.","Time","Source","Destination","Protocol","Length","Info"
"104067","150.811538","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104081","150.811828","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104085","150.812113","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104122","150.812655","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104123","150.812954","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104134","150.813213","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104146","150.813829","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104147","150.814151","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104148","150.814413","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104149","150.814924","132.72.81.121","172.217.17.129","UDP","90","52947  >  443 Len=48"
"104150","150.815197","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104151","150.815451","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104152","150.815729","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104153","150.816191","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104154","150.816461","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104155","150.816732","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104156","150.817227","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104157","150.817493","132.72.81.121","172.217.17.129","UDP","77","52947  >  443 Len=35"
"104168","150.834445","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104182","150.853534","132.72.81.121","172.217.17.129","UDP","78","52947  >  443 Len=36"
"104209","150.872358","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104222","150.872496","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104235","150.872618","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104246","150.872858","132.72.81.121","172.217.17.129","UDP","85","52947  >  443 Len=43"
"104267","150.873197","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104277","150.873355","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104286","150.873495","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104309","150.873810","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104360","150.874431","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104388","150.874760","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104415","150.875073","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104427","150.875191","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104441","150.875325","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104453","150.875483","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104454","150.875551","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104455","150.875616","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104456","150.875681","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104484","150.875914","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104485","150.875982","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104500","150.876091","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104528","150.876384","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104543","150.876536","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104544","150.876607","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104562","150.876814","132.72.81.121","172.217.17.129","UDP","85","52947  >  443 Len=43"
"104563","150.876884","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104578","150.877022","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104579","150.877089","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104608","150.877308","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104609","150.877375","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104623","150.877529","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104651","150.877801","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104666","150.877971","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104680","150.878091","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104695","150.878271","132.72.81.121","172.217.17.129","UDP","72","52947  >  443 Len=30"
"104707","150.878399","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104708","150.878465","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104719","150.878566","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104729","150.878721","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104730","150.878788","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104741","150.878929","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104751","150.879085","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104775","150.879339","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104776","150.879408","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104789","150.879596","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"104800","150.879705","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104801","150.879771","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104817","150.879985","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104818","150.880056","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104832","150.880166","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104833","150.880231","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104844","150.880386","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104853","150.880493","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104854","150.880557","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104867","150.880734","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104881","150.880903","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104894","150.881055","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104907","150.881226","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104919","150.881368","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104945","150.881587","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104946","150.881655","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104959","150.881817","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104985","150.882062","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"104986","150.882130","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105009","150.882371","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"105011","150.882480","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105026","150.882593","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105049","150.882827","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105050","150.882903","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105064","150.883018","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105065","150.883083","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105085","150.883355","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105086","150.883423","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105087","150.883486","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105102","150.883687","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105128","150.883910","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105129","150.883977","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105150","150.884216","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105165","150.884410","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105166","150.884480","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105195","150.884722","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105208","150.884899","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105223","150.885098","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105250","150.885378","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105295","150.885999","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"105304","150.886214","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105318","150.886355","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105347","150.886810","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105355","150.886944","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105362","150.887124","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105372","150.887313","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105386","150.887514","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105398","150.887641","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105399","150.887710","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105424","150.887946","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105425","150.888017","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105453","150.888180","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105467","150.888391","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105478","150.888586","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105484","150.888703","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105494","150.888866","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105495","150.888937","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105523","150.889239","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105545","150.889527","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105581","150.890108","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"105615","150.890555","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105628","150.890742","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105659","150.891161","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105660","150.891231","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105674","150.891365","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105689","150.891598","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105718","150.891894","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105732","150.892063","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105761","150.892340","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105768","150.892472","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105769","150.892553","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105770","150.892623","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105799","150.892877","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105812","150.893016","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105827","150.893174","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105856","150.893510","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105871","150.893664","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105886","150.893782","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105894","150.893955","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105895","150.894043","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"105923","150.894287","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105924","150.894357","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105967","150.894753","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105981","150.894901","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"105982","150.894981","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106007","150.895267","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106008","150.895341","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106009","150.895424","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106021","150.895605","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106022","150.895675","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106023","150.895743","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106033","150.895869","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106043","150.896024","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106044","150.896094","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106063","150.896331","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106075","150.896525","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106089","150.896657","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106090","150.896728","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106117","150.896991","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106130","150.897109","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"106131","150.897179","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106148","150.897453","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106162","150.897630","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106191","150.897890","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106192","150.897968","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106220","150.898352","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106221","150.898424","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106244","150.898588","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106259","150.898804","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106281","150.899054","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106282","150.899138","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106310","150.899459","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106337","150.899704","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106338","150.899775","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106352","150.899890","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106380","150.900224","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106407","150.900492","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106408","150.900563","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106450","150.900992","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106479","150.901285","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"106494","150.901431","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106523","150.901754","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106540","150.901995","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106542","150.902065","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106543","150.902136","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106551","150.902369","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106552","150.902449","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106553","150.902517","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106554","150.902638","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106555","150.902709","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106556","150.902776","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106557","150.902886","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106558","150.902957","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106559","150.903025","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106560","150.903141","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106561","150.903215","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106562","150.903298","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106563","150.903395","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106564","150.903516","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106565","150.903592","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"106566","150.903702","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106567","150.903828","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106568","150.903916","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106569","150.904017","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106570","150.904152","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106571","150.904227","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106572","150.904339","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106573","150.904443","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106574","150.904573","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106575","150.904651","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106576","150.904749","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106577","150.904877","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106578","150.904967","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106579","150.905067","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106580","150.905197","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106581","150.905275","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106582","150.905351","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106583","150.905450","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106584","150.905578","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106585","150.905658","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"106586","150.905762","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106587","150.905891","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106588","150.905967","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106589","150.906128","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106590","150.906291","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106591","150.906372","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106592","150.906446","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106593","150.906682","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106594","150.906765","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106595","150.906937","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106596","150.907069","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106597","150.907226","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106598","150.907309","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106599","150.907446","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106600","150.907592","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106601","150.907669","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106615","150.942092","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106628","150.943450","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106640","150.944520","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106653","150.944760","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"106666","150.944863","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106679","150.945077","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106689","150.945176","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106702","150.945369","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106706","150.945470","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106715","150.945874","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106732","150.946135","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106743","150.946311","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106753","150.946485","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106761","150.946786","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106788","150.947153","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106789","150.947270","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106804","150.947363","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106816","150.947505","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106817","150.947573","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106844","150.947785","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106845","150.947899","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106856","150.947984","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106868","150.948143","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106869","150.948215","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"106880","150.948375","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106893","150.948442","132.72.81.121","172.217.17.129","UDP","78","52947  >  443 Len=36"
"106903","150.948574","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106904","150.948686","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106917","150.948864","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106928","150.948944","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106940","150.949162","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106950","150.949311","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106963","150.949462","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106973","150.949564","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106984","150.949750","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"106996","150.949932","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107009","150.950020","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107022","150.950198","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107034","150.950359","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107035","150.950422","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107047","150.950525","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107059","150.951018","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107079","150.951357","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107092","150.951533","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107116","150.951873","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107137","150.952189","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"107183","150.952995","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107192","150.953162","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107197","150.953288","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107198","150.953433","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107199","150.953508","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107200","150.953592","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107201","150.953706","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107202","150.953784","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107213","150.953947","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107214","150.954017","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107238","150.954326","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107248","150.954464","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107261","150.954728","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107271","150.954933","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107272","150.955007","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107285","150.955121","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107324","150.955550","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107338","150.955711","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107346","150.955838","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107347","150.955957","132.72.81.121","172.217.17.129","UDP","86","52947  >  443 Len=44"
"107366","150.956228","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107369","150.956373","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107370","150.956503","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107384","150.956674","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107398","150.956802","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107399","150.956922","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107424","150.957256","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107448","150.957494","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107463","150.957683","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107490","150.958000","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
"107498","150.958129","132.72.81.121","172.217.17.129","UDP","73","52947  >  443 Len=31"
